gene	uniprot_accession
FAM83C	Q9BQN1
AMELX	Q99217
AMELX	B2BY28
NKX2-4	Q9H2Z4
LIX1	Q8N485
LIX1	D6RID5
NPTX2	P47972
KRT24	Q2M2I5
LIPF	P07098
PRDM14	Q9GZV8
PRDM14	A0A023UFG1
PRDM14	C9JMM8
PRSS35	Q8N3Z0
SLC18A3	Q16572
UGT1A10	Q9HAW8
UGT1A10	Q5DT02
GAGE12J	A6NER3
IQCF2	Q8IXL9
SNTG1	Q9NSN8
SNTG1	A0A024R7Y0
SNTG1	A0A2R8Y457
SNTG1	A0A2R8Y5G8
SNTG1	A0A2R8Y5T2
SNTG1	A0A2R8Y631
SNTG1	A0A2R8Y668
SNTG1	A0A2R8Y6P6
SNTG1	A0A2R8Y7J9
SNTG1	A0A2R8Y7L6
SNTG1	A0A2R8Y7Z5
SNTG1	A0A2R8YDV6
SNTG1	A0A2R8YEF7
SNTG1	A0A2R8YF28
SNTG1	A0A2R8YFF5
SNTG1	A0A2R8YGL5
SNTG1	E5RHN6
SNTG1	E5RIN0
SNTG1	H0YC21
ZNF536	O15090
ZNF536	A7E228
ZNF536	K7EJP8
ZNF536	K7EKT4
ZNF536	K7EQN6
FSTL5	Q8N475
TMEFF2	Q9UIK5
TMEFF2	L8E8R4
GPX6	P59796
GPX6	A0A087X0K3
GPX6	A0A182DWH6
GPX6	A3KN74
GPX6,GPX7	Q96SL4
XAGE5	Q8WWM1
XAGE5	Q3SY49
GPX2	P18283
GPX2	A0A024R677
GPX2	A0A087WTS0
GPX2	G3V323
GPX2	G3V4J6
GPX2	H0YJK8
CT47A1	Q5JQC4
PRAC1	Q96KF2
KERA	O60938
MYH8	P13535
COX8C	Q7Z4L0
CCDC198	Q9NVL8
CCDC198	E9PI50
CCDC198	E9PSE9
CCDC198	F5GWJ3
CCDC198	H0YES7
CCDC198	Q05C89
SLC47A2	Q86VL8
SLC47A2	C9JAE6
SLC36A2	Q495M3
SLC36A2	E5RGH8
SLC36A2	E5RJJ5
SLC36A2	H0YB43
SERPINB13	Q9UIV8
SERPINB13	A0A0A0MQW3
SERPINB13	B7ZKV6
SERPINB13	C9JL93
SERPINB13	F8WE70
SERPINB13	H7BZS9
CPN2	P22792
KRTAP11-1	Q8IUC1
KRTAP11-1	Q3LI55
VCX	Q9H320
VCX	A0A087X1S4
VCX	J3KNW2
IGF2BP1	Q9NZI8
IGF2BP1	D3DTW3
IGF2BP1	L8ECD2
SPRR2B	P35325
S100A8	P05109
ADGRE3	Q9BY15
ADGRE3	E7EW83
ADGRE3	M0QYN7
ADGRE3	M0R1G2
S100A7	P31151
COL9A1	P20849
COL9A1	A0A1B1SMR9
COL9A1	A0A2R8YG47
PTH1R	Q03431
PTH1R	E7EWE7
PTH1R	F2Z314
PTH1R	H7C0Q3
PTH1R	Q0VGD7
GAGE2A	Q6NT46
MUC7	Q8TAX7
MUC7	D6RHX1
EGFR	P00533
EGFR	A0A068JCC9
EGFR	A0A068JD88
EGFR	A0A1Y0DMK7
EGFR	A0A7S9GFS3
EGFR	A2VCQ7
EGFR	A7VMV4
EGFR	A7VN05
EGFR	A7VN06
EGFR	A7VN07
EGFR	B6RC65
EGFR	B6RC66
EGFR	C9JYS6
EGFR	E2I6F5
EGFR	E7BSV0
EGFR	E9PFD7
EGFR	F1JTL6
EGFR	G9MC26
EGFR	G9MC81
EGFR	I3WA68
EGFR	I3WA72
EGFR	I3WA73
EGFR	L0R6G1
EGFR	Q147T7
EGFR	Q30BI0
EGFR	Q4H1F3
EGFR	Q504U8
EGFR	Q68GS6
EGFR	Q75MF2
EGFR	Q8NDU8
EGFR	Q8WZA5
EGFR	Q9H3C8
EGFR	Q9H3D0
LBP	P18428
LBP	Q8TCF0
COL25A1	Q9BXS0
COL25A1	A0A087WZJ5
COL25A1	A0A087X1E1
COL25A1	A0A2R8Y760
COL25A1	A8MWQ5
COL25A1	D6R8Y2
COL25A1	E9PNV9
COL25A1	H0YAE1
COL25A1	Q4W5I4
COL25A1	Q8NE08
ATCAY	Q86WG3
ATCAY	A0A0S2Z5T8
ATCAY	A0A0S2Z5Y8
ATCAY	M0R197
ATCAY	M0R225
CDX2	Q99626
CDX2	A0A076MKN9
CDX2	A0A0M3L9V7
PPP4R3C	Q6ZMV5
GAGE10	A6NGK3
LCE2A	Q5TA79
VCX2	Q9H322
VCX2	Q3SXQ9
VCX2	Q3SXR9
VCX2	Q4V780
HOXD11	P31277
HOXD11	Q14DW8
ALDH3A1	P30838
ALDH3A1	A8MYB8
ALDH3A1	C9JKT2
ALDH3A1	C9JMC5
ALDH3A1	E9PNN6
ALDH3A1	I3L1H6
ALDH3A1	I3L3I9
ALDH3A1	I3L3W9
ALDH3A1	I3L4E5
ALDH3A1	Q6PKA6
PAQR9	Q6ZVX9
PAQR9	H7C4R3
PAQR9	H7C5S8
ORMDL3	Q8N138
ORMDL3	A0A024R1W6
ORMDL3	J3KTF9
ORMDL3	J3QRM9
ORMDL3	Q9P0R7
PHOSPHO1	Q8TCT1
PHOSPHO1	D6RB58
PHOSPHO1	D6RHH9
PHOSPHO1	D6RIT6
PHOSPHO1	I3L4N1
GAST	P01350
GAST	A0A0E3VY36
S100A9	P06702
CGB3	P0DN86
CGB3	A0A0F7RQP8
KPRP	Q5T749
TKTL1	P51854
TKTL1	A2ID95
TKTL1	A2ID96
TKTL1	F8WF97
TKTL1	H0Y808
SCX	Q7RTU7
KRTAP19-1	Q8IUB9
MAEL	Q96JY0
MAEL	A0A140VJP0
MAEL	E9JVC4
MAEL	X6RGB1
SPATA16	Q9BXB7
SPATA16	A0A140VJV8
SPATA16	A0A494BZR9
TNMD	Q9H2S6
SPANXC	Q9NY87
SPANXC	A0FGV1
SPANXC	A0FGV4
SPANXC	A0FGW6
SPANXC	A0FGX0
SPANXC	Q32WM2
MET	P08581
MET	A0A024R728
MET	A0A024R759
MET	A0PJF7
MET	B5A929
MET	B5A930
MET	B5A931
MET	B5A933
MET	B5A934
MET	B5A935
MET	B5A936
MET	B5A937
MET	B5A938
MET	B5A939
MET	B5A940
MET	B5A941
MET	B5A942
MET	B5A943
MET	C9JKM5
MET	H7C130
MET	H7C174
MET	Q14825
MET	Q9UEJ3
MET,SLTM	Q9NWH9
SLTM	A0A024R5U7
SLTM	A0A024R5X3
SLTM	H0YKH2
SLTM	H0YKU6
SLTM	H0YL55
SLTM	H0YLE6
SLTM	H0YLW7
SLTM	H0YMM0
SLTM	H0YMR6
SLTM	H0YMW8
SLTM	H0YNF3
SLTM	H7BXE3
SLTM	H7C3F4
WIF1	Q9Y5W5
WIF1	F5H8A3
WIF1	H0YFK7
ZNF705D	P0CH99
GSDMB	Q8TAX9
GSDMB	B2CM71
GSDMB	B2CM72
GSDMB	B2CM73
GSDMB	J3QLF0
CCK	P06307
CCK	Q6FG82
NXF2	Q9GZY0
NXF2	Q5JRM6
GCG	P01275
ID1	P41134
KRT9	P35527
KRT9	K7EQQ3
IGLON5	A6NGN9
TGM3	Q08188
TGM3	L8E7G4
PAGE5	Q96GU1
PAGE5	Q5JUL1
INSL4	Q14641
CHRNB3	Q05901
CHRNB3	A0A1D5RMT8
DUSP15	Q9H1R2
DUSP15	H0Y5A2
DUSP15	Q5QP64
MAG	P20916
MAG	M0QZU4
MAG	M0R3B9
MAG	M0R3I4
COL10A1	Q03692
COL10A1	A0A650AXN9
COL10A1	Q5QPC7
COL10A1	Q5QPC8
PYGB	P11216
PYGB	H0Y4Z6
CST1	P01037
OBP2A	Q9NY56
OBP2A	A0A087WXL2
OBP2A	F2Z2D7
OBP2A	F5H159
OBP2A	Q5T8A4
OBP2A	Q5T8A5
THEM5	Q8N1Q8
THEM5	H0Y6P4
FCRLB	Q6BAA4
BIRC2	Q13490
BIRC2	A0A087X2B2
BIRC2	E9PI77
BIRC2	E9PIW1
BIRC2	E9PMH5
BIRC2	E9PNM6
BIRC2	E9PQZ9
BIRC2	H0YDY3
DBX2	Q6ZNG2
ECM1	Q16610
ECM1	C8CHS3
ECM1	Q2QKP8
ITGA10	O75578
YAP1	P46937
YAP1	A0A024R3E4
YAP1	H0YCI3
YAP1	K0KVU2
PROKR1	Q8TCW9
TTLL9	Q3SXZ7
TTLL9	A0A087WWB8
TTLL9	A0A087WXF5
TTLL9	A0A087WYL2
TTLL9	A0A087X135
TTLL9	A0A0A0MR21
TTLL9	A0A2R8Y6A5
TTLL9	A0A2R8YD21
TTLL9	B4DZ96
ARSL	P51690
ARSL	A0A5F9ZHU0
ARSL	A0A5F9ZHX8
ARSL	A0A5F9ZHZ5
ARSL	C9J5G7
ARSL	F5GYY5
ARSL	F5H324
TMEM196	Q5HYL7
TMEM196	B7WNR7
TMEM196	F8WE15
FCGR1A	P12314
FCGR1A	C9JSN8
SERPINA12	Q8IW75
DCUN1D5	Q9BTE7
DCUN1D5	A0A024R3A2
DCUN1D5	E9PLH8
DCUN1D5	E9PLS2
DCUN1D5	E9PM04
DCUN1D5	E9PM78
DCUN1D5	E9PQV9
DCUN1D5	H0YCN4
DCUN1D5	H0YD80
DCUN1D5	J3QQL8
PIP5K1B	O14986
PIP5K1B	A0A0A0MRU3
PIP5K1B	A0A0A0MSP5
PIP5K1B	A0A0A0MT25
SH2D2A	Q9NP31
SH2D2A	Q5UBZ2
SH2D2A	Q5UBZ3
ADAMTS5	Q9UNA0
ADAMTS5	A0A494C1E4
ERICH4	A6NGS2
ACBD5	Q5T8D3
ACBD5	A0A087X0B8
ACBD5	A0A7I2V2M2
ACBD5	A0A7I2V2R8
ACBD5	A0A7I2V2Y9
ACBD5	A0A7I2V347
ACBD5	A0A7I2V420
ACBD5	A0A7I2V462
ACBD5	A0A7I2V556
ACBD5	A0A7I2V560
ACBD5	A0A7I2V5E1
ACBD5	A0A7I2V5L4
ACBD5	A0A7I2V5U2
ACBD5	A0A7I2V690
ACBD5	A0A7I2YQD7
ACBD5	A0A7I2YQE9
ACBD5	A0A7I2YQJ9
ACBD5	A0A7I2YQS1
ACBD5	B7Z2R7
ACBD5	Q5T8E0
ACBD5	X6RDD7
PDE4DIP	Q5VU43
PDE4DIP	A0A075B749
PDE4DIP	A0A087WVQ4
PDE4DIP	A0A087WWI2
PDE4DIP	A0A087WWK4
PDE4DIP	A0A087WWY1
PDE4DIP	A0A087WX83
PDE4DIP	A0A087WYE4
PDE4DIP	A0A087X041
PDE4DIP	A0A087X0I1
PDE4DIP	A0A087X229
PDE4DIP	A7YY83
PDE4DIP	E9PJK3
PDE4DIP	E9PJU0
PDE4DIP	E9PNE0
PDE4DIP	E9PQG4
PDE4DIP	E9PS60
PDE4DIP	H0YCH7
PDE4DIP	H0YCY0
PDE4DIP	H0YEW6
PDE4DIP	I1VE15
PDE4DIP	Q5TB27
PDE4DIP	Q6P470
PDE4DIP	Q8TBR0
CST4	P01036
JCAD	Q9P266
BCAN	Q96GW7
BCAN	L8E931
BCAN	Q5T3I6
BCAN	Q5T3I7
BCAN	Q5T3I8
BCAN	V9GXZ8
BCAN	V9GY88
OR4C6	Q8NH72
OR4C6	A0A126GVN0
TP53INP2	Q8IXH6
TP53INP2	Q5JX65
TP53INP2	Q5JX66
H2AP	O75409
ADAMTS20	P59510
ADAMTS20	E9PBD5
ADAMTS20	G3V1X8
ADAMTS20	H0YHN3
ADAMTS20	L0R6C0
CSMD3	Q7Z407
CSMD3	A5D6Y2
CSMD3	H7BXX0
CSMD3	L8EBH7
ABHD12B	Q7Z5M8
HAS3	O00219
HAS3	C0KZD9
HAS3	H3BRH5
HAS3	Q96RV2
TMEM169	Q96HH4
TMEM169	C9J1P0
TMEM169	C9JZB1
DPY19L3	Q6ZPD9
DPY19L3	K7ELB5
DPY19L3	K7ELG1
DPY19L3	K7ELH8
DPY19L3	Q8N6Q4
DPY19L3	S4R3D3
CDK5R1	Q15078
CDK5R1	J3QRB5
CDK5R1	Q8N619
CDK5R1	Q8TAM4
GABRG2	P18507
GABRG2	A0A1W2PP56
GABRG2	A0A1W2PPN5
GABRG2	A0A1W2PPS4
GABRG2	A0A1W2PQ81
GABRG2	A0A1W2PQA6
GABRG2	A0A1W2PQR9
GABRG2	A0A1W2PQX1
GABRG2	A0A1W2PR49
GABRG2	A0A1W2PRM8
GABRG2	A0A1W2PRN4
GABRG2	A0A1W2PRU1
GABRG2	A0A1W2PRY3
GABRG2	A0A1W2PSF4
GABRG2	A0A1X7SBS5
GABRG2	A0A1X7SBZ8
GABRG2	A0A286YFI6
GABRG2	A8MWU7
GABRG2	E5RGJ0
GABRG2	E5RIG3
ARVCF	O00192
ARVCF	B9EH95
ARVCF	C9JJX6
ARVCF	E9PDC3
ARVCF	Q05BN6
GRAMD1B	Q3KR37
GRAMD1B	A0A024R3M2
GRAMD1B	A0A0J9YXF6
GRAMD1B	A0A0J9YXZ1
GRAMD1B	A0A0J9YY71
GRAMD1B	A0A1B0GUD6
GRAMD1B	A0A1B0GVV0
GRAMD1B	A0A1B0GWG7
GRAMD1B	A0A1W2PQ30
GRAMD1B	A0A2R8Y5X2
GRAMD1B	E9PRD6
GRAMD1B	J3KNL5
NOL4L	Q96MY1
NOL4L	A0A087WTU5
NOL4L	A0A087X0N3
NOL4L	A0A1W2PQU1
NOL4L	H0Y778
NOL4L	Q5JYB6
NOL4L	Q5JYC0
NOL4L	Q5JYC2
NOL4L	Q5W149
KLF1	Q13351
KLF1	A0A0U4CJG7
KLF1	A0A0U4D3U3
KLF1	A0A0U4DAW6
KLF1	A0A0U4DXB2
KLF1	A0A0U4EBD4
KLF1	A0A172M5U0
KLF1	A0A1U9WYY8
KLF1	A0A223PZB5
KLF1	A0A385KNS9
KLF1	A0A3G5ECL4
KLF1	B7TQ30
KLF1	B7TQ31
KLF1	B9UZC3
KLF1	B9UZC4
KLF1	B9UZC5
KLF1	B9UZC6
KLF1	B9UZC7
KLF1	K7VKE0
KRT86	O43790
KRT86	U3KPR1
SLC7A14	Q8TBB6
ODAD2	Q5T2S8
ODAD2	A0A5F9ZH09
ODAD2	A0A5F9ZH16
ODAD2	A0A5F9ZH22
ODAD2	A0A5F9ZH61
ODAD2	A0A5F9ZI13
ODAD2	R4GN11
DLGAP4	Q9Y2H0
DLGAP4	A0A087WWE6
DLGAP4	A0A087X246
DLGAP4	A0A0B4J2C2
DLGAP4	F8WF49
HMCN1	Q96RW7
HMCN1	Q5TCP6
MCF2	P10911
MCF2	A0A2U3TZL4
MCF2	A0A2X0SZ10
MCF2	H0Y662
MCF2	Q5JYJ5
GABRG3	Q99928
GABRG3	A0A0A0MR73
GABRG3	H0YJ81
GABRG3	H0YJP1
GABRG3	H7BZQ0
FNDC7	Q5VTL7
FNDC7	H7C2H6
SLC27A3	Q5K4L6
SLC27A3	H0YDM5
SLC27A3	H0YDP0
SLC27A3	H7BZH4
SLC27A3	X6R3N0
CST2	P09228
UNC13A	Q9UPW8
UNC13A	F8VZH8
UNC13A	F8W059
UNC13A	F8W0P6
FTO	Q9C0B1
FTO	A0A1B0GTC3
FTO	A0A1B0GTC5
FTO	A0A1B0GTI3
FTO	A0A1B0GTY1
FTO	A0A1B0GTY5
FTO	A0A1B0GTZ8
FTO	A0A1B0GU26
FTO	A0A1B0GUC3
FTO	A0A1B0GUY7
FTO	A0A1B0GV98
FTO	A0A1B0GVH5
FTO	F8WCB8
FTO	X6R3I0
ITLN2	Q8WWU7
ITLN2	L8E943
COL19A1	Q14993
COL19A1	A0A087WVJ7
COL19A1	Q5JVU1
RIPOR3	Q96MK2
RIPOR3	A0A499FJE4
KCNK2	O95069
KCNK2	B4DGU6
KCNK2	C9JDK1
KCNK2	C9JXY2
KCNK2	F8WDE6
KCNK2	Q6ZW95
KCNK2	U3N6F0
KCNK2	U3N834
KCNK2,KCNAB2	Q13303
KCNAB2	A0A590UJ15
KCNAB2	A0A590UJ35
KCNAB2	A0A590UJ72
KCNAB2	A0A590UJ79
KCNAB2	A0A590UJB6
KCNAB2	A0A590UJB8
KCNAB2	A0A590UJI8
KCNAB2	A0A590UJJ4
KCNAB2	A0A590UJK5
KCNAB2	A0A590UJU1
KCNAB2	A0A590UJU4
KCNAB2	A0A590UJV4
KCNAB2	A0A590UJX9
KCNAB2	A0A590UJY1
KCNAB2	A0A590UK89
KCNAB2	A0A5F9UN28
KCNAB2	A1PR14
KCNAB2	K7EIR5
KCNAB2	K7EKU4
KCNAB2	Q5TG78
KCNAB2	Q5TG81
KCNAB2	Q5TG84
KCNAB2	Q6FG22
KCNAB2	Q6FG44
TMEM114	B3SHH9
TMEM114	A0A096LNY9
TMEM114	H3BM71
SLC38A11	Q08AI6
SLC38A11	B8ZZ86
SLC38A11	H7C1P1
SHROOM2	Q13796
SHROOM2	C9IZC6
SHROOM2	F5H3B6
OTUD6A	Q7L8S5
ZFHX3	Q15911
ZFHX3	Q8N2Y6
ZNF676	Q8N7Q3
ZNF676	A0A0G2JP77
ZNF676	A0A3B3ITU2
GJA3	Q9Y6H8
GJA3	A0A140CTW5
GJA3	A0A140CTW6
GJA3	A0A140CTW7
GJA3	A0A140CTW8
GJA3	A0A1B1PFX4
GJA3	A0A1B1PFX6
GJA3	A0A1B3B2J5
GJA3	A0A1B3B2J9
GJA3	A0A654IE12
MLLT10	P55197
MLLT10	A0A494C038
MLLT10	A0A494C093
MLLT10	A0A494C0R2
MLLT10	A0A494C1P9
MLLT10	H0Y5C4
MLLT10	H0Y5P4
MLLT10	Q5JT35
FFAR1	O14842
FFAR1	A5Z1T7
FFAR1	Q0IJ71
COL22A1	Q8NFW1
