gene,z score
SMIM32,12.585
AATK,12.565
MRPS10,12.507
USP43,12.458
KCNG1,12.427
USF1,12.417
ARTN,12.401
GML,12.360999999999999
ACTN2,12.267000000000001
IL9,12.264000000000001
TMEM132B,12.219000000000001
TMEM184A,12.196
SPRR2D,12.195
MAPK11,12.19
NFXL1,12.189
PATE1,12.165999999999999
SUCO,12.152999999999999
PYGB,12.145999999999999
ELAVL4,12.105
B3GNT4,12.079
ABHD12,12.017999999999999
PIAS3,11.998
NBPF10,11.995
C8orf33,11.942
SMARCD3,11.934000000000001
DGAT1,11.91
MYH1,11.855
RABIF,11.845999999999998
SYTL1,11.825999999999999
YY1AP1,11.777000000000001
CCDC172,11.761
C4orf48,11.745
ARHGAP8,11.735
GDF1,11.716
GCLC,11.696
TAS2R60,11.685
SEMA6C,11.652999999999999
SLC29A2,11.647
CRISP2,11.640999999999998
ADAP1,11.612
CDK5RAP1,11.591
CFAP52,11.511
PEX11B,11.501
KCNK1,11.497
CLCA4,11.495999999999999
PRUNE1,11.460999999999999
SBSN,11.46
LRRC26,11.450999999999999
FAM71F1,11.421
WDR13,11.385
NSG2,11.353
HAX1,11.344000000000001
BTNL2,11.341
EXD3,11.339
OR6M1,11.325
MNX1,11.300999999999998
C11orf86,11.243
GAL3ST1,11.241
COG2,11.213
LRRN4CL,11.198
GPC2,11.197000000000001
FSCN2,11.177999999999999
ADGRG4,11.137
RABIF,11.13
SLC7A4,11.117
PRAG1,11.085999999999999
MAD2L1BP,11.085999999999999
DMKN,11.073
VGLL3,11.027999999999999
KRT78,11.015
KLC3,10.981
FGF18,10.977
MRPL24,10.948
ACPP,10.927
MUSTN1,10.921
PMF1,10.921
GPR1,10.92
SUSD4,10.894
STC2,10.869000000000002
TMPRSS11D,10.852
LYSMD1,10.84
HJV,10.835999999999999
SMIM32,10.817
SEMA6C,10.785
SCAMP3,10.74
EVPLL,10.715
ALOX15B,10.706
ANKRD2,10.698
ARHGEF11,10.687000000000001
LIMK1,10.677999999999999
SLC22A6,10.661
MAPK12,10.651
RBM38,10.647
NUDT11,10.644
MLLT11,10.642000000000001
LPGAT1,10.640999999999998
ADAMTSL4,10.628
DMC1,10.628
SEMA6B,10.606
CCDC84,10.567
FRMD3,10.552999999999999
UFC1,10.508
ADGRF2,10.505
ATG9B,10.489
ISYNA1,10.487
FXYD3,10.482000000000001
SLC25A31,10.470999999999998
SMYD2,10.453
SOS1,10.448
AMER1,10.425999999999998
ARRDC1,10.414000000000001
RGSL1,10.389000000000001
C12orf50,10.389000000000001
CYP17A1,10.385
KCNH7,10.370999999999999
SHISA6,10.357000000000001
SEPT5,10.352
VPS72,10.324000000000002
UAP1L1,10.311
MC2R,10.292
NTS,10.275
IGSF11,10.263
GBP2,10.263
TMPRSS7,10.215
OR13C3,10.164
FZD8,10.146
COX19,10.11
LRRC10,10.107000000000001
SSX5,10.092
SLC25A16,10.089
FST,10.088
UBE2Q1,10.084
PIP5KL1,10.068999999999999
SLC7A5,10.043
C6orf201,10.043
TEAD3,10.039
LAGE3,10.032
PCBP4,10.026
CRYBG2,10.022
FUT1,10.017999999999999
THEM4,9.995
CNIH4,9.971
AHRR,9.963
PMCH,9.961
TBCA,9.959
FOXN4,9.942
NAXE,9.936
PEX11B,9.93
UBE2Q1,9.881
LRRC14,9.859
SMTN,9.856
RBPJL,9.83
RPL7L1,9.83
NAP1L2,9.827
CHD1L,9.823
JTB,9.808
RASSF7,9.798
KCNK1,9.792
B3GALT4,9.76
NPY,9.759
RADIL,9.756
ESRP1,9.724
HIST1H2BO,9.721
TAF8,9.72
C6orf106,9.708
HBZ,9.698
FXYD2,9.692
SLC7A3,9.658999999999999
AADACL4,9.632
MDFI,9.616
NYX,9.609
SH3GLB2,9.601
ERICH3,9.578
PRR7,9.576
KRT23,9.568999999999999
HIST2H3C,9.56
MRPL9,9.552
C1orf35,9.544
GGCT,9.531
FGFR3,9.529
AXIN2,9.525
CD164L2,9.521
TMEM151A,9.511000000000001
CYB5R1,9.482999999999999
MRPS14,9.468
CHD1L,9.452
KRTAP12-4,9.451
DCX,9.442
PLA2G2E,9.427999999999999
PSG5,9.387
SLC17A2,9.363999999999999
MATN3,9.355
AQP10,9.346
MRAS,9.341000000000001
CHIA,9.336
KRTAP10-12,9.321
COA6,9.312999999999999
STX3,9.289
BAALC,9.287
CHD1L,9.275
LZTS3,9.273
NKAIN4,9.267999999999999
TOR1AIP2,9.265
ZNF648,9.262
KRT28,9.259
EEF1AKNMT,9.255
MPP4,9.255
PLXNA3,9.254
P3H3,9.251
TACR3,9.24
ZNF692,9.237
MPC2,9.235
CTSV,9.216000000000001
CHRNB2,9.215
MYRF,9.21
TESMIN,9.205
SLCO5A1,9.201
WNT10B,9.199
TRPM3,9.195
NAXE,9.182
ITPR1,9.179
LIPN,9.175
C5orf47,9.174
MFSD10,9.168
SCAMP5,9.161
MAGED4B,9.15
CDKL4,9.148
AFF2,9.134
ZP3,9.133
SLC35F2,9.126
FABP9,9.119
MYBPHL,9.119
IL32,9.112
ITGA8,9.111
OR13C9,9.109
PRPF3,9.107999999999999
PRCC,9.105
ZBTB18,9.103
REM1,9.102
GLB1L2,9.097000000000001
SPINK7,9.094
KIF1A,9.087
UBL4A,9.07
CCER1,9.051
C1QTNF6,9.024
OTOP2,9.0
ELMOD1,8.977
PAX3,8.971
TRPM3,8.966000000000001
AMER1,8.956
YY1AP1,8.955
DCUN1D2,8.947000000000001
SPON2,8.943
FAM180A,8.943
LGALS9C,8.923
CCL28,8.911
IGSF8,8.894
LTK,8.891
TOP3A,8.889
HSPA1L,8.873
PIAS3,8.868
UBD,8.854
CAMK1G,8.843
ELSPBP1,8.841000000000001
NEB,8.838
NEIL2,8.834
FKBP11,8.829
LCN6,8.827
HOXC5,8.812000000000001
KIFAP3,8.811
OARD1,8.801
CCR3,8.792
DCAF8L1,8.765
MROH6,8.753
CHMP4B,8.735
FBXL6,8.72
LOXL4,8.712
SNAP47,8.696
TBX22,8.667
SPRR1B,8.661
DPYSL4,8.654
TRIM11,8.651
RBM34,8.648
ANGPT4,8.644
KRTAP12-3,8.642999999999999
IFNA21,8.635
RTL4,8.624
LRRC14B,8.621
CHRM1,8.618
ENTPD6,8.612
SDF2,8.609
SPRR2E,8.595
CDSN,8.594
OR13C4,8.58
C11orf88,8.58
SP5,8.572000000000001
CACYBP,8.562000000000001
GPAT4,8.551
EMD,8.549
MPZ,8.536
SSH3,8.533
GSTA3,8.527000000000001
SYT4,8.521
TREML4,8.515
NECTIN4,8.512
PLA2G2C,8.504
ST18,8.5
CROCC,8.486
HOXC9,8.484
NCS1,8.465
TATDN3,8.464
ADH7,8.458
TNNT2,8.458
C8orf33,8.457
CDCP2,8.449
POU3F2,8.449
GPR32,8.448
FRMPD2,8.447000000000001
TBC1D3C,8.447000000000001
TMEM189,8.443
TMEM60,8.436
RELL2,8.43
DYNC2H1,8.423
SH2D5,8.422
PTPRH,8.421
IGHMBP2,8.42
PABPC1L,8.414
RECQL4,8.405
POLR3C,8.402000000000001
CLEC2B,8.401
POLR1C,8.388
TUBA3D,8.383
PDZK1,8.378
ATP6AP1,8.37
KRTAP8-1,8.37
HSPB8,8.37
MAP6D1,8.361
PIMREG,8.357000000000001
ANKRD22,8.356
EFNA3,8.344
NUDT17,8.342
DISP1,8.342
SSR2,8.334
PYCR2,8.325
HAUS3,8.311
PLEKHG7,8.31
CHMP4B,8.302999999999999
GALNT9,8.3
KLHDC9,8.291
POLR3C,8.291
FAM50B,8.281
SEC16B,8.274
DLX3,8.274
PPDPF,8.274
GTF2H4,8.266
UFC1,8.265
RPL39,8.263
ADAR,8.263
S100A7A,8.257
LONRF1,8.231
KRTAP12-1,8.229
RAB3GAP2,8.218
COMMD7,8.212
PLPPR3,8.21
NKX2-1,8.205
FRS3,8.183
MAGED4,8.176
ZNF706,8.171
BEND2,8.17
ARPC5,8.158999999999999
CXorf40B,8.13
EXOC8,8.123
C5orf60,8.118
FCGR2C,8.115
RRP15,8.101
MCTS1,8.095
CFB,8.089
HHLA1,8.079
BTNL8,8.077
NXN,8.074
SYCP3,8.071
PRDM14,8.07
NKAP,8.07
MRPL55,8.052
C4BPB,8.051
MATN4,8.04
SSR2,8.026
TP53AIP1,8.022
GUCA1B,8.016
GINS1,8.015
MYLK2,8.009
TBCC,7.9910000000000005
AARS2,7.99
AKR1B15,7.986000000000001
E2F3,7.985
SERPINB13,7.972
GOLGA6L6,7.966
EFR3A,7.96
TTC29,7.957000000000001
COPA,7.956
RASGRF2,7.95
WT1,7.944
KLF13,7.937
FOXO4,7.93
TG,7.922999999999999
C1orf43,7.922999999999999
CATSPERE,7.891
OR11H6,7.89
CELA2A,7.881
ABCA2,7.877999999999999
ABHD12,7.874
RNF115,7.867999999999999
HIST1H2BJ,7.867000000000001
OR10A7,7.8660000000000005
FCGR1B,7.8629999999999995
PSMG3,7.86
TSHZ2,7.855
PSMD4,7.849
CRTC2,7.846
VPS72,7.832999999999999
HCN3,7.832000000000001
TIMM10,7.817
TPRN,7.811
NDOR1,7.807
DSTN,7.805
GABBR1,7.805
SCNM1,7.7989999999999995
VAMP7,7.7989999999999995
TRIM11,7.795
SLC29A1,7.7860000000000005
EFNA1,7.784
SNAPC4,7.78
ATP6V1C1,7.777
POLR3C,7.774
DMBX1,7.77
SPEG,7.769
NOXA1,7.751
ANKRD39,7.75
PRCC,7.747999999999999
LIF,7.73
C12orf42,7.718
OVCH1,7.7139999999999995
CA7,7.711
ANXA9,7.702999999999999
SMPX,7.7010000000000005
C8orf59,7.678999999999999
ABHD11,7.678
KRT17,7.672999999999999
TMEM40,7.672999999999999
H3F3A,7.667999999999999
PUF60,7.659
GDI1,7.652
EVPL,7.65
AAMDC,7.649
RAB3D,7.646
DCST2,7.638
CASKIN1,7.632999999999999
MRPS18A,7.63
S100A16,7.625
SPAG11A,7.622999999999999
MROH1,7.617000000000001
LTO1,7.617000000000001
YIPF3,7.617000000000001
HAGHL,7.6129999999999995
SPRR2B,7.6129999999999995
USP49,7.6129999999999995
MSH5,7.604
PRRX2,7.6
USH1G,7.597
A2ML1,7.595
RBM34,7.593999999999999
C8orf76,7.585
PIM1,7.581
OR2B6,7.577999999999999
GCK,7.568
PHEX,7.563
FDPS,7.561
ENSA,7.557
RFPL4A,7.5489999999999995
TOR1AIP1,7.547999999999999
UBR2,7.547000000000001
SPON2,7.545
GNPAT,7.545
ANKRD13D,7.542000000000001
LCE3E,7.517
DSG3,7.507000000000001
ZNF251,7.501
ATP6V1F,7.4910000000000005
DLGAP1,7.4879999999999995
PTGES,7.48
ODF3,7.478
CCDC65,7.473
SNAPIN,7.471
PLXNB3,7.466
KIAA1324,7.462000000000001
ELAVL3,7.462000000000001
GAK,7.462000000000001
ANO2,7.46
B3GNT8,7.459
HIST1H3F,7.457999999999999
PNMA8B,7.454
ARF1,7.447
CHMP4B,7.436
UBAP2L,7.4270000000000005
CILP2,7.4270000000000005
IL17C,7.422999999999999
RAB41,7.409
CYP1A1,7.409
SEMG1,7.404
S100A7A,7.403
ZNF483,7.4
ENSA,7.399
RRP15,7.39
TAGLN2,7.388999999999999
PMVK,7.3839999999999995
ACTBL2,7.382000000000001
S100A7,7.381
NRF1,7.377999999999999
MRPL9,7.372999999999999
CYP2C19,7.372000000000001
ZNF26,7.367999999999999
ACBD6,7.358
TSBP1,7.352
TRIM11,7.351
LPCAT1,7.349
DYNLRB1,7.34
C10orf95,7.324
CNIH4,7.314
SNF8,7.313
ZDHHC15,7.312
MMEL1,7.311
ENSA,7.307
BCAS4,7.292000000000001
PPM1L,7.292000000000001
LYPLAL1,7.277
GGPS1,7.275
ABHD12,7.272
CDC42SE1,7.271
SNORC,7.271
SMIM29,7.261
TAX1BP3,7.261
TSNAX,7.257000000000001
MRPL13,7.257000000000001
TIPRL,7.256
KIAA0355,7.249
NLRP8,7.2379999999999995
DEFA6,7.23
MID2,7.227
REEP2,7.221
FMO5,7.221
VPS52,7.216
NSMF,7.216
ESRRG,7.206
EIF3H,7.205
WASHC5,7.204
YY1AP1,7.202000000000001
XKRX,7.195
LAT2,7.195
FAM8A1,7.193
DMRTC1B,7.189
PRDM9,7.183
OR2Z1,7.175
AMY1A,7.164
YY1AP1,7.1610000000000005
UBQLN4,7.153
GUCY2F,7.143
VIRMA,7.142
EXOC8,7.141
SCRIB,7.1129999999999995
MICALL2,7.111000000000001
TMCO2,7.109
C8orf33,7.108
FXYD3,7.095
WDR26,7.095
ANKRD30B,7.093
SIGIRR,7.084
BAIAP3,7.075
TRMT12,7.069
PILRB,7.068
AZIN1,7.067
NR5A1,7.066
NPL,7.066
CEMIP2,7.058
SELENOH,7.057
WNK2,7.04
PIAS3,7.039
PHF20L1,7.039
LMAN1L,7.037000000000001
C6orf106,7.024
NBPF9,7.024
UBQLN4,7.019
TSNAX,7.015
PYCR2,7.013999999999999
ALG1L,7.002999999999999
TMEM232,7.002000000000001
NPR1,7.002000000000001
BCAN,7.001
CACNG4,7.0
NUDT17,6.999
TRIM27,6.997000000000001
WDR83,6.996
DLGAP4,6.994
TJP2,6.992000000000001
AL358113.1,6.992000000000001
DSP,6.992000000000001
RBM24,6.989
HAX1,6.9879999999999995
ARVCF,6.987
PSMD10,6.985
CHD1L,6.984
KRT33B,6.98
WASHC4,6.978
YDJC,6.978
OR52I1,6.977
TTLL3,6.976
AJM1,6.971
DEAF1,6.9670000000000005
ZNF337,6.962000000000001
MYBPH,6.957000000000001
RXRG,6.955
ARF1,6.952999999999999
ZNF862,6.95
C6orf136,6.95
PEX11B,6.947
BICDL1,6.94
MRPS14,6.936
HOXB1,6.934
CDC20B,6.931
CACNG7,6.93
TJAP1,6.922000000000001
CERCAM,6.921
TFCP2L1,6.917999999999999
ST6GALNAC2,6.916
DNAH10,6.915
TUBB8,6.915
MIOX,6.912999999999999
PLXNA2,6.912000000000001
BOLA1,6.9079999999999995
TNNI1,6.907
YKT6,6.894
DEDD,6.888
TIGD5,6.8870000000000005
PIGC,6.8839999999999995
GNB3,6.872000000000001
CLCNKB,6.87
B4GALT3,6.867000000000001
EMC2,6.865
SEM1,6.861000000000001
KLK5,6.856
LGR6,6.851
GJD4,6.851
FAM32A,6.848
GPRIN2,6.847
DEPDC1B,6.837999999999999
LCE1B,6.831
CACNA1E,6.829
CDH3,6.821000000000001
NUDT17,6.82
DLK2,6.819
NR5A2,6.816
SFT2D2,6.807
KDM1B,6.803
DYNLRB1,6.797999999999999
UBAP2L,6.797999999999999
INPPL1,6.792000000000001
TPM3,6.785
TATDN1,6.785
TPRX1,6.7829999999999995
LRTOMT,6.782
AP000812.4,6.782
RASD2,6.781000000000001
KRTAP5-9,6.781000000000001
PSMB4,6.779
MPC2,6.776
TRAPPC4,6.766
ADIPOR1,6.763999999999999
TGM1,6.756
OR5A1,6.752999999999999
NAT8L,6.751
OR2C1,6.749
UBE2A,6.739
CREB3L4,6.725
C1orf43,6.723
MTUS2,6.722
EPS8L2,6.716
GPAA1,6.711
MPC2,6.707000000000001
ATP6V1C1,6.702000000000001
GATAD2B,6.695
ELOC,6.694
CXCL16,6.692
HEATR1,6.686
GUCY2D,6.684
GOLGA6L1,6.678
ENTPD8,6.6770000000000005
MYH7B,6.6770000000000005
SURF2,6.6739999999999995
PMVK,6.672999999999999
SPATC1L,6.672999999999999
MYH8,6.665
RAB13,6.665
PLXNB2,6.6610000000000005
RAB2A,6.657
CDC42BPA,6.651
ALDH3A1,6.649
CAPN2,6.645
HES4,6.643
KRT71,6.643
MRPL9,6.635
PISD,6.632999999999999
CIB3,6.632999999999999
FABP12,6.632000000000001
PLPP1,6.632000000000001
PPEF1,6.631
VAMP4,6.625
TTYH3,6.617000000000001
CTTN,6.604
CEMIP2,6.603
ADAM30,6.6
TOR1AIP2,6.6
OR11H4,6.596
ADIPOR1,6.596
ARL9,6.593
GOLT1A,6.59
SNRNP48,6.587999999999999
MTDH,6.587000000000001
CD24,6.586
SMG7,6.586
EPN3,6.581
KRT14,6.577000000000001
FAM83F,6.575
MSGN1,6.571000000000001
RECQL4,6.569
KLK7,6.569
CSDC2,6.565
ARF5,6.565
CUL9,6.562
MITD1,6.56
TMEM125,6.558
PMS2,6.544
SNRPE,6.541
LAD1,6.531000000000001
FST,6.529
STK39,6.523
HHLA2,6.522
COL8A2,6.513999999999999
OR11H6,6.513
MIF,6.505
RLN3,6.502000000000001
EIF4E1B,6.501
PRR5L,6.492000000000001
CSPP1,6.484
TMEM63B,6.482
C11orf80,6.48
CCL15,6.479
BOLA1,6.479
ZMAT1,6.475
POLR3C,6.475
TSNARE1,6.474
TREM1,6.468999999999999
GATAD2B,6.4670000000000005
NACC1,6.46
ANP32E,6.457000000000001
MTR,6.454
NDUFA1,6.454
AHCTF1,6.454
TGIF2LX,6.452999999999999
PRKN,6.4510000000000005
UBE2QL1,6.449
RNF148,6.445
SLC17A5,6.445
HOXD13,6.445
KCNA1,6.438
ILDR2,6.433
FARS2,6.426
SMAD2,6.4239999999999995
GNAI1,6.422999999999999
DKK3,6.422000000000001
TCEAL1,6.42
PFDN6,6.417000000000001
CDK6,6.416
FOXR1,6.396
KDELR1,6.395
RABGAP1L,6.392
AGO2,6.388
LIPF,6.379
KRTAP11-1,6.377999999999999
TIMM17A,6.374
RNF157,6.372999999999999
PEX6,6.372999999999999
FAM71F2,6.372999999999999
RIPPLY1,6.369
SMPX,6.367999999999999
SLC29A4,6.364
KIAA1755,6.364
RAP1GAP2,6.352
PEX11B,6.349
C8orf86,6.349
PNPLA1,6.348
MAGEA4,6.345
NR2F1,6.3420000000000005
TMEM182,6.34
PRDM16,6.337999999999999
AFF3,6.337999999999999
AAMDC,6.337000000000001
KRTCAP2,6.335
COX7A2L,6.332999999999999
NCOA4,6.332000000000001
UFC1,6.331
IL3,6.327999999999999
PFDN4,6.3260000000000005
ROPN1,6.322
ATP1A2,6.32
CDC42BPG,6.313
OR4D11,6.312
FAM50A,6.312
ZNF692,6.309
PRND,6.305
KDM1B,6.303999999999999
NSMCE2,6.3
KRT80,6.297000000000001
COA6,6.295
FCHSD1,6.294
TMCO1,6.292999999999999
C1orf35,6.29
GLUL,6.289
VPS72,6.289
PNLIP,6.2860000000000005
GABRB3,6.284
AVP,6.284
TRIM27,6.2829999999999995
PDZK1,6.282
ZDHHC24,6.281000000000001
ZNF687,6.278
MED20,6.277
MORC4,6.274
INTS3,6.272
CDRT1,6.265
ASB4,6.265
CALR3,6.263999999999999
HKDC1,6.257000000000001
TMEM202,6.257000000000001
GLYATL2,6.256
C6orf89,6.254
PLEKHG4B,6.254
OR2B2,6.25
ACBD6,6.247999999999999
PRUNE1,6.247000000000001
CDC5L,6.246
UBE2Q1,6.245
CREG1,6.245
TRMU,6.242999999999999
PKLR,6.242000000000001
DEDD,6.24
IKBKG,6.237
SEC61G,6.231
PIGZ,6.227
TOP1MT,6.227
EGFL7,6.226
SH3BP5L,6.225
CLDN2,6.222
PSG8,6.221
GZMA,6.22
VBP1,6.22
GCM1,6.212000000000001
NRP1,6.21
CHPF,6.207999999999999
HDAC4,6.206
HEATR1,6.202999999999999
PPP1R11,6.202999999999999
RNF43,6.1979999999999995
TMPRSS12,6.197
VPS72,6.195
SETDB1,6.194
ENPP3,6.194
CLCA1,6.192
DSG4,6.191
PIAS3,6.19
LIMD1,6.187
KRT75,6.184
OCM,6.175
ZBTB38,6.17
LUZP2,6.169
SPHAR,6.167999999999999
ZMIZ2,6.162999999999999
SFT2D3,6.159
LIX1,6.157
FBXL5,6.15
KCNMA1,6.149
CLRN3,6.148
ITGB5,6.144
PPEF1,6.141
HIST2H2BF,6.14
KRTAP5-10,6.138999999999999
S100A16,6.1370000000000005
C6orf62,6.132000000000001
NXN,6.127999999999999
DRD3,6.127000000000001
ARPC1B,6.126
DPH7,6.125
DBP,6.122999999999999
PALM,6.122000000000001
EDN1,6.122000000000001
ADORA2A,6.12
ICK,6.112
PRAME,6.11
RHPN1,6.109
ATP6V1C1,6.109
KRT17,6.107
RAD9B,6.107
RANGRF,6.107
MGP,6.105
RNLS,6.103
C1orf141,6.103
RBM8A,6.0889999999999995
OR2K2,6.087999999999999
SHISA2,6.087999999999999
MYH4,6.086
NCOA3,6.084
HSPA1L,6.082999999999999
TSPAN13,6.081
FNTA,6.08
AIPL1,6.074
IL11,6.074
FLAD1,6.071000000000001
LY96,6.069
TBCE,6.067
UCHL5,6.067
TBCE,6.067
ESF1,6.066
CRYGD,6.065
LEMD2,6.064
PSMD4,6.064
CELA2B,6.061
PGLYRP3,6.061
HSPA12A,6.059
SF3B4,6.058
C1orf56,6.057
RAB29,6.055
PSG6,6.047000000000001
PHLDA2,6.04
ACER2,6.039
PIP4P2,6.037999999999999
IQCG,6.037999999999999
ILDR2,6.037000000000001
NF2,6.0360000000000005
ASCL1,6.032
USP37,6.029
FKBP5,6.028
DDR2,6.023
ADGRD1,6.022
PTK2,6.022
BCL9,6.021
UBQLN2,6.019
DPRX,6.013
ACTB,6.0089999999999995
DEFB1,6.006
NUP133,6.004
P2RX5,6.004
MKKS,5.999
COPA,5.997999999999999
ZNF367,5.997000000000001
TRIM54,5.994
MAPRE1,5.992999999999999
OR1J2,5.992999999999999
GDF10,5.992000000000001
NSMCE2,5.99
SMPD1,5.983
PHTF2,5.982
ACBD6,5.971
MXD3,5.968
GBA,5.9670000000000005
MAP4K2,5.966
AQP1,5.966
MANBAL,5.962999999999999
CLLU1OS,5.962000000000001
MDFI,5.957999999999999
AMOT,5.957000000000001
CCDC107,5.955
OTUD5,5.947
GHRHR,5.947
TBX1,5.946000000000001
PPP2R5B,5.944
GLMP,5.936
GOLPH3L,5.931
AP3S1,5.93
GZMH,5.9270000000000005
B4GALT3,5.9270000000000005
FGFBP1,5.926
MTSS1,5.9239999999999995
TXNRD1,5.922000000000001
MEA1,5.917999999999999
GRPR,5.917999999999999
PWWP3B,5.917999999999999
BRS3,5.917000000000001
TMED6,5.916
MAFB,5.914
DHX35,5.912000000000001
NENF,5.912000000000001
SLC22A15,5.9079999999999995
RAB24,5.907
KCNJ16,5.903
RXFP3,5.902
SIPA1L2,5.9
CPSF1,5.893
COLEC12,5.892
UQCRQ,5.891
TP53RK,5.877999999999999
TROVE2,5.877999999999999
MROH6,5.877999999999999
COX6C,5.876
MAPK9,5.875
ZNF707,5.875
THEM5,5.875
ADGRB1,5.874
CNIH4,5.867999999999999
TTC13,5.8660000000000005
PEX11B,5.862
HUNK,5.861000000000001
TTLL13P,5.861000000000001
