gene,z score
CCDC186,6.891
SIGLEC10,6.8839999999999995
GABRR2,6.8839999999999995
OLR1,6.874
MAB21L4,6.867000000000001
FMO2,6.8389999999999995
PIP5K1B,6.837999999999999
ZNF25,6.8260000000000005
RAB19,6.821000000000001
CHRNB4,6.82
ACHE,6.819
GOLGA6L1,6.808
GRIA1,6.787000000000001
HHEX,6.776
FXN,6.745
SERPINA11,6.737
PLA2G3,6.734
RPS15A,6.73
DUSP5,6.718
GHRH,6.7170000000000005
INSC,6.7139999999999995
KRT20,6.7139999999999995
ADAM19,6.7139999999999995
PTPRB,6.696000000000001
ROMO1,6.696000000000001
LRRC8A,6.685
CYP46A1,6.684
BTBD3,6.683
CCM2L,6.683
DPRX,6.682
C6orf118,6.6739999999999995
EPHB2,6.667999999999999
HECW1,6.664
TEX44,6.6610000000000005
CEACAM5,6.656000000000001
KCNMB4,6.656000000000001
MTMR11,6.655
QPRT,6.648
EIF1,6.648
NPY4R,6.64
RBM39,6.6370000000000005
BMPER,6.61
TRIM10,6.577999999999999
SLC22A10,6.572
BCL2L15,6.57
SLC5A9,6.561
CA4,6.559
RUNX1T1,6.558
SDCCAG8,6.551
CRISP3,6.55
FBP1,6.5329999999999995
ANAPC15,6.53
RASSF4,6.529
PRR23C,6.528
RHCE,6.522
CMA1,6.517
ME1,6.513999999999999
MYRF,6.5120000000000005
RELN,6.511
THBD,6.504
MAGEA10,6.497999999999999
PSAT1,6.492999999999999
SOX9,6.4910000000000005
PODNL1,6.483
PNMA3,6.472
GOLGA6L6,6.472
CCL25,6.471
ZSWIM2,6.461
FHL5,6.4510000000000005
RIOX2,6.4510000000000005
YOD1,6.45
IRF7,6.436
ACP5,6.435
CSRNP1,6.434
TCF4,6.43
PRKACG,6.422000000000001
TRIL,6.419
INPP5J,6.419
POLR2C,6.416
CHP2,6.414
ST6GALNAC3,6.4079999999999995
RNASEH2C,6.4079999999999995
DOCK9,6.405
LGSN,6.404
PLCZ1,6.403
OR1I1,6.393
TCF21,6.382000000000001
SLC7A11,6.377999999999999
MMP10,6.376
UBE2J1,6.343999999999999
GALP,6.3420000000000005
CGB7,6.3420000000000005
BUD31,6.337999999999999
RSRC2,6.337999999999999
SIM2,6.335
PPP1R3G,6.332000000000001
VAX2,6.322
OR9A4,6.318
ERN1,6.318
NAB2,6.315
ESM1,6.309
CAMK1G,6.305
NEGR1,6.2989999999999995
ENSA,6.291
ALPK3,6.287999999999999
APCDD1,6.2860000000000005
KIF25,6.279
MAP3K19,6.274
ARG1,6.266
AFF3,6.263999999999999
COX19,6.26
ARMC4,6.26
CDH11,6.257000000000001
SASH1,6.255
SLC22A12,6.252000000000001
SERTAD2,6.239
CDH8,6.237
TGM3,6.23
COX4I2,6.229
AHNAK2,6.224
KRT40,6.2170000000000005
ADGRE3,6.216
FABP7,6.209
CYP4F11,6.206
NBN,6.195
DUOXA2,6.194
TMEM136,6.192
GHRH,6.178999999999999
TMEM130,6.1770000000000005
ARMC1,6.176
CCNY,6.167000000000001
SLC44A5,6.164
TMEM56,6.162999999999999
HHAT,6.1610000000000005
RPS24,6.157
PTPRH,6.15
PLCXD3,6.149
OLFML3,6.145
CYP19A1,6.1370000000000005
ZNF727,6.1160000000000005
B4GALNT2,6.108
PLA2G5,6.099
BNIP1,6.098
DEPP1,6.098
CCDC3,6.09
OR4F5,6.082999999999999
NRG3,6.082000000000001
TMEM41A,6.07
LGSN,6.069
BRCC3,6.068
UTP23,6.063
KTI12,6.063
ADIPOQ,6.051
ACSL6,6.047999999999999
RECK,6.047000000000001
TP53TG3B,6.045
RAP1GAP,6.0329999999999995
CYP4Z1,6.022
SLC25A33,6.02
PKIG,6.018
OR10P1,6.015
C1QTNF2,6.015
EGFLAM,6.015
CES1,6.013999999999999
FBRS,6.013
ZNF25,6.0089999999999995
CLEC4M,6.0089999999999995
EXTL1,6.0089999999999995
ANKRD46,6.002999999999999
HAO2,5.999
SMOC2,5.997999999999999
LRRC70,5.995
KLHL1,5.981
EXOSC5,5.976
USP17L2,5.974
SPOCK3,5.968999999999999
RABGEF1,5.968
HIF3A,5.961
MYBPC2,5.961
SELENBP1,5.959
FAM32A,5.9479999999999995
SBDS,5.947
HNRNPM,5.945
ZFAT,5.935
PLA1A,5.932
MARVELD3,5.92
ABCC11,5.917999999999999
FZD3,5.912999999999999
C3orf70,5.912000000000001
C21orf62,5.9
CWC25,5.893
VEZF1,5.892
RBM39,5.886
DYDC1,5.876
DEFA4,5.869
IRGQ,5.869
NKX2-4,5.864
SLC8A2,5.8629999999999995
MYH13,5.857
ATP1B2,5.853
AQP6,5.852
C14orf39,5.852
PODN,5.848
EVC2,5.8420000000000005
NXT2,5.837999999999999
CCL8,5.835
POPDC3,5.832999999999999
PCDHGA12,5.831
CHODL,5.83
TEAD4,5.83
TPD52L3,5.827999999999999
RSPO1,5.827999999999999
GALNT17,5.814
CUEDC1,5.813
MADCAM1,5.811
POU4F1,5.803
EFR3B,5.8
VNN3,5.795
CA3,5.792999999999999
RPL31,5.792000000000001
RAB26,5.789
ZFAND1,5.787000000000001
AK7,5.787000000000001
LAMA5,5.787000000000001
RNF11,5.782
GATM,5.774
HS3ST2,5.774
ZNF331,5.767
RUNX1T1,5.766
TSSC4,5.763
LRRC4C,5.7589999999999995
COLEC10,5.756
KCNJ14,5.752999999999999
SFT2D2,5.751
SPATS1,5.744
SLC25A37,5.742000000000001
ERMAP,5.739
GFER,5.722
PTGER4,5.7170000000000005
SNX22,5.7170000000000005
SH2D4B,5.702999999999999
FHDC1,5.692
CYP4F12,5.683
PRSS48,5.682
CUBN,5.667000000000001
TRIM43,5.662000000000001
IL2,5.662000000000001
GAGE10,5.6610000000000005
PRUNE2,5.6610000000000005
CCM2L,5.655
LPAR3,5.652
TFPI2,5.646
NOTCH4,5.645
RGS5,5.63
CD69,5.627000000000001
C9orf78,5.622000000000001
MED6,5.622000000000001
DUOX1,5.621
NSFL1C,5.617000000000001
CLDN22,5.6129999999999995
CADM4,5.608
RPGRIP1,5.606
CCR2,5.605
KCNK7,5.601
VAV3,5.599
PIK3C2G,5.599
MEDAG,5.593999999999999
MATN1,5.5920000000000005
SLC7A3,5.5889999999999995
NAXE,5.586
C7orf33,5.582999999999999
PODXL2,5.581
PRR23B,5.581
SLC6A8,5.577000000000001
ARID5A,5.572
ZBTB21,5.572
SIK1,5.571000000000001
MC5R,5.563
SLC4A1,5.551
SLC6A1,5.5489999999999995
YPEL5,5.547000000000001
PRSS41,5.5360000000000005
PATE2,5.535
PTAR1,5.535
SSC5D,5.534
OR10P1,5.534
C19orf57,5.53
SLC16A6,5.529
SEC14L4,5.527
OR1L3,5.523
CCNY,5.523
HBM,5.517
CP,5.511
ANXA3,5.511
RPAP2,5.507999999999999
ALDH1A3,5.507000000000001
ACSS1,5.506
GPM6B,5.505
C2CD2,5.502999999999999
PKD1L3,5.5
ECHDC3,5.49
ETHE1,5.487
S100A8,5.486000000000001
RARRES2,5.486000000000001
REG1B,5.48
IGSF5,5.479
IL3RA,5.479
GOT1L1,5.47
HRNR,5.449
SIX3,5.446000000000001
MEDAG,5.444
CHMP1B,5.441
TMEM132B,5.44
IL22RA2,5.434
COL26A1,5.428
DHTKD1,5.4270000000000005
USE1,5.422999999999999
ANKRD34B,5.416
GFRAL,5.415
GPATCH3,5.414
ZHX1,5.412999999999999
PROC,5.412000000000001
PCDHGA11,5.404
MPPED2,5.398
OPALIN,5.394
DNTT,5.392
EVC,5.386
ASB15,5.3839999999999995
DDAH1,5.382999999999999
DMWD,5.381
NR4A2,5.38
OR1J4,5.375
COX4I2,5.37
CRMP1,5.367000000000001
HOMER1,5.3660000000000005
DLEU7,5.361000000000001
CCDC59,5.358
PLAC1,5.356
KRT9,5.353
MAPRE1,5.345
PRDX2,5.343999999999999
CCL25,5.329
NXNL1,5.318
ATP2B1,5.3020000000000005
PGPEP1L,5.3
OXGR1,5.287999999999999
DUSP13,5.287999999999999
COBLL1,5.281000000000001
PSMA8,5.279
ZNF628,5.268
PTGIS,5.263999999999999
SOX4,5.261
PCSK2,5.26
ASGR1,5.26
FEM1A,5.257999999999999
DUOXA2,5.252999999999999
DCTPP1,5.252999999999999
SF1,5.252000000000001
NT5C1A,5.25
SOX6,5.249
GCA,5.242999999999999
UBE2G2,5.2410000000000005
ZNF394,5.24
C2orf78,5.24
TSSK6,5.24
LILRA5,5.2379999999999995
MYH11,5.228
C10orf105,5.227
HLCS,5.226
KRTAP5-4,5.22
OR6K3,5.218999999999999
THBS2,5.218
C1QTNF1,5.2170000000000005
ING3,5.2170000000000005
SRRM1,5.2139999999999995
GPR142,5.212000000000001
GYPA,5.212000000000001
PRR23A,5.212000000000001
CHL1,5.207999999999999
LRRC8C,5.205
MDM4,5.202000000000001
IDH3A,5.2010000000000005
TREM2,5.1979999999999995
LGMN,5.192
EPOR,5.182
TMEM44,5.178
BPI,5.172999999999999
CCR5,5.172999999999999
ME1,5.17
PKLR,5.169
LAMC3,5.162000000000001
RBM15B,5.1579999999999995
C17orf99,5.152
GLT8D2,5.151
ADAM33,5.149
ANKRD55,5.142
CCDC124,5.141
ACSM1,5.1370000000000005
EPB42,5.136
SLC51A,5.132999999999999
BRINP1,5.132999999999999
SETD1A,5.129
SF3B2,5.12
OTULINL,5.1160000000000005
TTLL9,5.112
F5,5.109
YPEL4,5.107
PEG3,5.103
MS4A10,5.103
ADRB3,5.103
GNPTAB,5.101
C8B,5.101
PRG4,5.099
GIMAP4,5.099
C18orf21,5.098
OSMR,5.095
HP,5.091
SLC2A1,5.09
SEMG1,5.086
RAX2,5.077
RPS3A,5.075
EIF4E1B,5.074
SCAND1,5.071000000000001
KCTD16,5.0680000000000005
WDR83,5.067
PPP3R2,5.066
RB1CC1,5.065
LYPLA1,5.065
KCNH1,5.056
C7orf26,5.053
TMEM18,5.053
SLURP1,5.048
LGI1,5.048
DCN,5.047
IFFO2,5.047
HUS1B,5.046
OPN5,5.042
PCDH1,5.042
PDE7B,5.039
SLC16A12,5.037
FMO3,5.037
SEMA3B,5.033
GALNT4,5.031000000000001
ATP13A5,5.029
CA1,5.0280000000000005
F7,5.026
ARHGAP29,5.025
TGS1,5.021
EFHB,5.019
OSBP2,5.013
TMEM26,5.012
CTTNBP2NL,5.012
TF,5.01
PSG7,4.999
TCEA1,4.999
PSG3,4.999
EMC4,4.995
SBK2,4.989
PKLR,4.986000000000001
PBX2,4.979
DGAT2,4.978
RPL39L,4.975
SLC25A26,4.97
EIF3E,4.961
GDF10,4.96
ITCH,4.957
ECE1,4.9510000000000005
HIST1H4C,4.948
GRPEL2,4.944
FAM83C,4.944
ADH1C,4.938
ELAVL3,4.937
FAM84B,4.935
MS4A4A,4.931
TSPO2,4.926
IGF2BP3,4.926
HMBS,4.925
VNN2,4.9239999999999995
ZNF624,4.922
GPN3,4.92
NABP2,4.919
IZUMO1,4.916
PCDHA8,4.913
EFCAB5,4.908
PRPF38B,4.899
CSF2,4.896
LILRA6,4.891
JCAD,4.891
C21orf62,4.89
PDK1,4.887
EXD1,4.8839999999999995
MAGED4,4.883
RBM22,4.878
GLIPR1L2,4.877
ABHD5,4.875
CD248,4.873
CCN1,4.873
IFNA16,4.872
MAG,4.872
COBL,4.868
LYPD6B,4.8660000000000005
MAGEA9B,4.8580000000000005
CELSR3,4.857
EPB41L4B,4.856
FAM151B,4.855
CSH1,4.851
FCHSD2,4.849
MAP9,4.8469999999999995
TSPAN8,4.846
TRIM42,4.846
TSPAN16,4.845
RNASEH2C,4.843
PPP1R1A,4.843
CCDC89,4.842
FMO3,4.84
PI3,4.838
CLN8,4.836
ACSS1,4.836
PLEKHA8,4.832
NPHS1,4.829
GATM,4.8260000000000005
BEX1,4.825
H2BFM,4.823
BCL7B,4.822
CHODL,4.821000000000001
GFAP,4.815
PAXBP1,4.814
BVES,4.809
C19orf38,4.808
THSD1,4.8069999999999995
ACADSB,4.801
CRIM1,4.7989999999999995
AQP9,4.7989999999999995
CNIH2,4.7989999999999995
IL18RAP,4.7989999999999995
OR1Q1,4.797
ACKR2,4.796
TAF11,4.791
RP9,4.788
EPB41L1,4.784
TALDO1,4.783
RNASE3,4.782
TMEM252,4.779
ZPBP2,4.779
INHBC,4.776
SCRT2,4.776
FAM135B,4.776
TP53INP2,4.776
CYP46A1,4.773
ABCG1,4.7669999999999995
DDX49,4.763
SMIM14,4.762
BCAR3,4.76
SLC3A2,4.76
CENPV,4.7589999999999995
RELA,4.758
COQ7,4.758
NECAB3,4.757
SLC35F4,4.752
ALOX5,4.749
HIST1H4B,4.742
JTB,4.7410000000000005
DDIT4,4.738
RAB3IL1,4.737
DYNLRB1,4.734
CYP4F3,4.729
TPM2,4.723
FUT5,4.7219999999999995
FAM53C,4.7219999999999995
ARMC5,4.717
SLC38A1,4.716
PAQR8,4.716
DCAF13,4.712
MXD1,4.71
GCA,4.707
PLA2G2A,4.707
TRIM39,4.703
LRRC18,4.703
RASL11A,4.697
ALAD,4.694
PUF60,4.689
TKT,4.689
ARMC4,4.678999999999999
RUNX2,4.675
C6orf58,4.675
C1orf43,4.6739999999999995
YIPF7,4.6739999999999995
NCOR1,4.672
ATF4,4.671
GFPT2,4.66
C8orf37,4.658
EIF4EBP3,4.657
MED27,4.654
ANKRD29,4.652
MEOX2,4.651
RSPO1,4.651
PSMB1,4.643
KCNK10,4.643
TET1,4.64
POLR1C,4.638999999999999
FAM129B,4.638
OR1F1,4.636
CNTNAP4,4.636
SYCP2,4.636
OR2A5,4.623
PROCR,4.622
CD1E,4.621
LPAR6,4.617
GALNT7,4.613
TPM4,4.612
PHTF2,4.611000000000001
NECAB2,4.61
IL13RA2,4.606
SLC6A9,4.601
SRRM5,4.598
ARHGEF37,4.5969999999999995
UPK1A,4.596
UPK1B,4.596
CNBP,4.593999999999999
HIST1H4A,4.584
CCDC151,4.583
DIPK1A,4.581
HOXB9,4.581
GYPB,4.58
EID2,4.5760000000000005
MRPL48,4.575
LTF,4.574
HDX,4.574
CLCA2,4.572
C8orf34,4.571000000000001
CD93,4.571000000000001
AC022414.1,4.57
PDE8B,4.57
OLFML3,4.5680000000000005
ZNF687,4.5680000000000005
NKX6-1,4.565
UTP6,4.562
NCOA4,4.562
UCK1,4.562
OR6B2,4.561
ALB,4.56
TEN1,4.559
ZDHHC1,4.555
DRD1,4.555
CGB3,4.553999999999999
THEG,4.553999999999999
SCG3,4.552
DRD3,4.551
BCAN,4.55
ARR3,4.546
TM4SF19,4.546
APMAP,4.542
NKX2-4,4.542
RASSF1,4.541
IL18BP,4.5360000000000005
TMEM38A,4.5360000000000005
PPP1R2,4.535
LAMB1,4.534
HOXD9,4.532
IMPA1,4.531000000000001
VIRMA,4.53
SRP14,4.529
MASP2,4.529
EN1,4.527
SLC38A6,4.527
BTG3,4.524
NCALD,4.521
SDE2,4.521
BTBD1,4.5169999999999995
NSA2,4.5169999999999995
RPS7,4.515
COQ10B,4.513
CD93,4.512
HSPB6,4.511
NSMCE1,4.508
TGFBI,4.507
NGF,4.505
ZNF248,4.503
HSPB6,4.501
IQCN,4.5
HBB,4.5
GAS1,4.499
MKX,4.494
RETN,4.494
PHC3,4.493
TMEM35A,4.481
PLXNA4,4.478
RASD1,4.477
SMDT1,4.474
TTLL9,4.468
HNRNPDL,4.465
NXT2,4.4639999999999995
GLRX5,4.4639999999999995
NCBP2-AS2,4.462
STARD7,4.461
FOLR3,4.461
CMKLR1,4.459
OSR2,4.457
IVNS1ABP,4.457
NRG3,4.455
PKN1,4.452
ILF3,4.452
RACK1,4.4510000000000005
PCDH8,4.4510000000000005
EMP2,4.4510000000000005
ZBTB10,4.45
SON,4.447
TAF15,4.444
CPNE1,4.444
FCAR,4.444
PCDHGC3,4.4430000000000005
EGR3,4.4430000000000005
PRR19,4.441
U2AF1,4.439
MAP3K15,4.439
GOT1L1,4.438
HSD17B6,4.435
AASS,4.431
MEX3A,4.43
MAP3K15,4.43
RPL24,4.428999999999999
GEM,4.428999999999999
KIZ,4.427
WDR88,4.425
CLCA1,4.421
SEC61A2,4.414
SIVA1,4.408
ABCA12,4.408
FUNDC2,4.408
RPS18,4.4030000000000005
SLC4A1,4.4030000000000005
SERPINI2,4.401
RPL7A,4.399
GPRC5B,4.399
UBE2J1,4.398
ATP1B3,4.398
ELMSAN1,4.396
OTUB2,4.395
KPNA2,4.395
HHEX,4.393
R3HCC1,4.393
SYS1,4.3919999999999995
DDX27,4.3919999999999995
OR2A25,4.3839999999999995
BST1,4.383
PROM2,4.382
VPS53,4.381
DERA,4.379
DCP1A,4.378
DNAJC25,4.378
CEP170,4.376
PPP1R3G,4.369
N4BP2,4.368
EVI2A,4.367
DNAJC12,4.365
UPK3BL1,4.365
USP46,4.364
SLC4A3,4.361000000000001
ENPEP,4.361000000000001
RTF1,4.361000000000001
HPN,4.36
DNALI1,4.36
ATP6V1E2,4.3580000000000005
TAF2,4.3580000000000005
BNIPL,4.356
FAM184B,4.355
PDZD3,4.353
PCDH18,4.352
TCHH,4.349
DPF3,4.338
PLEKHF2,4.337
ALDH1A3,4.335
RAPGEFL1,4.334
SLC2A1,4.334
RABGEF1,4.332
ZFP91,4.331
TFPI2,4.331
RASGEF1B,4.328
PRELID3B,4.325
CEBPD,4.324
UTS2B,4.323
CR1L,4.322
HSD11B1L,4.321000000000001
CELF3,4.321000000000001
ALKAL1,4.321000000000001
MTDH,4.319
TPRN,4.319
ZNF335,4.3180000000000005
SNX25,4.317
PCOLCE2,4.315
ZNF735,4.314
HCRTR1,4.311
POU5F1,4.309
RPS23,4.308
CDC42EP1,4.303999999999999
TMPRSS2,4.303
PLCB1,4.303
MYOCD,4.302
CDKL3,4.302
FLVCR2,4.301
SENP2,4.3
CD5L,4.3
QTRT2,4.298
DUOXA1,4.294
RFX2,4.294
PCDHAC2,4.294
PXN,4.293
ITPA,4.293
CHGB,4.292
ARC,4.29
UBR5,4.287
ZNF511,4.283
PPP2R5C,4.282
PDYN,4.28
RPL23A,4.2780000000000005
ISYNA1,4.277
ANKS1B,4.272
FKBP4,4.271
SNX16,4.271
CRH,4.269
CXorf40A,4.268
MAP1LC3B,4.266
SYCE2,4.263999999999999
ANKRD37,4.263
EIF3G,4.262
VIPR2,4.26
CYP2U1,4.2589999999999995
ZNF37A,4.2589999999999995
RBM3,4.258
OSGIN1,4.258
ASB15,4.254
HARBI1,4.254
C8orf33,4.252
C10orf113,4.252
CLP1,4.248
EIF5AL1,4.247
CTNNAL1,4.247
KLF14,4.244
CCNY,4.244
UBASH3B,4.243
FAM24A,4.242
NWD2,4.24
SAMD4A,4.24
PKN3,4.24
SLC9A7,4.237
P2RY14,4.235
SOX13,4.229
LIPF,4.229
BCAM,4.227
ABCG2,4.226
CALB2,4.226
AVPI1,4.223
INSL6,4.2219999999999995
CEACAM8,4.221
HOXD9,4.221
TFPI,4.218
ZNF408,4.217
CCDC151,4.215
GRHL2,4.213
TKTL1,4.212
SBK2,4.211
DXO,4.208
NFKBIL1,4.207
TTC21A,4.206
SLC6A19,4.205
RGS20,4.205
ABCG2,4.205
NCAPH2,4.203
MICU3,4.2010000000000005
CLEC4D,4.2
TOP1,4.2
PCDH15,4.199
TLL2,4.196000000000001
KMO,4.194
TET1,4.19
CCAR2,4.189
TMED1,4.189
DES,4.188
GPR32,4.187
