gene,z score
TEKT4,8.36
CTAG1B,8.357999999999999
NPHS2,8.353
MSI1,8.35
ZNHIT3,8.347000000000001
VGLL3,8.347000000000001
ODR4,8.339
DDX43,8.322000000000001
ONECUT2,8.318
CDK2,8.317
IGFBPL1,8.314
FXYD4,8.295
ZNF706,8.293
ABHD12,8.291
RBP3,8.29
JUND,8.286
OR8B3,8.286
ALG6,8.282
RIMS4,8.27
KLHDC8B,8.266
CYP2C9,8.263
RHBDL2,8.261000000000001
VASH2,8.254
ANKRD34A,8.252
GNAT2,8.248
METTL6,8.247
INSL4,8.246
EED,8.245
HIST1H2AC,8.24
CRKL,8.236
GUCY1A2,8.232000000000001
SCUBE2,8.229
MEMO1,8.222999999999999
IL12RB2,8.213
YIPF4,8.212
TMEM132B,8.211
PIP5K1A,8.204
LPAR4,8.196
SYT13,8.195
KLK2,8.186
SLC3A1,8.177999999999999
KAT14,8.177
ZMPSTE24,8.171
CRH,8.167
FLAD1,8.158999999999999
SGO1,8.152999999999999
SIGLEC5,8.152000000000001
HIST2H2BE,8.144
AR,8.136000000000001
POR,8.134
CHST10,8.124
NFXL1,8.123
SLC22A13,8.118
PAGE1,8.106
SPCS1,8.104
ANO3,8.102
GCKR,8.101
HIST1H4H,8.1
BCL2L1,8.078
LCE1A,8.076
RSPO4,8.073
TAF7L,8.071
MTMR8,8.067
COL7A1,8.064
COX7B2,8.061
RAB4B,8.055
TTC36,8.052
ZNF436,8.052
SDC2,8.049
PBDC1,8.047
RALY,8.041
PCDHA1,8.039
LSM2,8.036
LTO1,8.032
MYLK2,8.031
MANEAL,8.031
SHF,8.023
SHISA3,8.017000000000001
TBPL2,8.014
CETP,8.014
AQP12B,8.01
MEX3A,8.01
SLC6A12,8.002
CD1B,7.995
PLGLB2,7.995
NFKBIZ,7.994
PLK3,7.99
RB1CC1,7.9879999999999995
SNAPIN,7.982
NDUFS5,7.979
RAB39B,7.976
ELOVL6,7.974
MBIP,7.957999999999999
RAX,7.956
INTS8,7.952999999999999
ALOX15B,7.947
SETDB1,7.947
IGSF5,7.943
HAX1,7.939
OPN1LW,7.939
BPGM,7.926
POU5F1,7.922999999999999
ANKRD20A8P,7.922000000000001
PLIN2,7.919
PAQR9,7.912999999999999
RBMXL2,7.9079999999999995
PLAT,7.896
FAM72D,7.896
DPYSL4,7.895
EFNA2,7.885
DHODH,7.874
ARL5B,7.874
TMEM64,7.871
POU5F2,7.8629999999999995
CARD17,7.857
ZFP69,7.854
GTF3C5,7.853
CTXN2,7.852
CLEC2B,7.843
PCDH11X,7.837999999999999
DDX1,7.835
E2F5,7.83
CXCL2,7.818
C9orf57,7.816
MCEE,7.814
ZNF419,7.803999999999999
C2CD6,7.803
IQSEC2,7.801
IFNW1,7.796
ALDH3B1,7.787000000000001
PRCC,7.784
AMIGO3,7.768
TDRKH,7.767
ACOT13,7.763999999999999
PRTG,7.7620000000000005
UNC13A,7.761
RHOT1,7.751
CRISP1,7.739
SNPH,7.733
MCEE,7.732
LCN12,7.704
SNIP1,7.699
APIP,7.696000000000001
ITPKC,7.696000000000001
EPHA10,7.678999999999999
QKI,7.6770000000000005
PIP5K1A,7.671
LRRC66,7.669
CAP1,7.665
ERBB2,7.662999999999999
OR52N5,7.657
CCDC34,7.656000000000001
EEF1A2,7.646
PRMT7,7.644
PLK1,7.642
ZNF701,7.638999999999999
ADH6,7.638
MEIOC,7.636
NFKBID,7.632000000000001
OPRL1,7.625
CCNE1,7.625
TRDN,7.622999999999999
PLEKHF1,7.619
GDE1,7.617999999999999
SLC10A1,7.617000000000001
CGN,7.6160000000000005
ZNRD1,7.6160000000000005
FGFR1OP,7.596
ZNF311,7.581
HMGB4,7.579
NIPAL1,7.577999999999999
C10orf88,7.5729999999999995
ZSCAN9,7.572
DPPA5,7.57
ZNF737,7.568
TRAIP,7.564
CRB3,7.558
EFNA1,7.553999999999999
TMEM145,7.55
SLC27A2,7.55
ADO,7.547999999999999
GLYCTK,7.546
SSR1,7.542000000000001
GTSF1,7.54
LOXL4,7.532
VPS72,7.529
KRTAP10-9,7.525
KCTD19,7.515
CCDC198,7.5120000000000005
FAM171A2,7.506
GABRB3,7.502000000000001
MRPS17,7.5
ZNF184,7.494
PRAMEF9,7.494
PRR26,7.492999999999999
FIGNL1,7.492999999999999
MYRF,7.49
SMPD3,7.489
ENSA,7.487
SEPT3,7.483
OR5B2,7.483
ABCC12,7.482
PI4KB,7.481
RBPJL,7.48
BCL2L1,7.476
EBNA1BP2,7.468999999999999
HIST1H1D,7.4670000000000005
KLHDC7A,7.466
PSENEN,7.462999999999999
CLPTM1,7.461
CEL,7.456
MAP7D2,7.4479999999999995
OSBP,7.447
ACKR4,7.442
GDPD4,7.442
KRTAP9-4,7.441
PARG,7.437
CDH3,7.436
FAM228A,7.432
CRHR1,7.431
LRFN1,7.428999999999999
TLE6,7.428
CYB5B,7.422999999999999
RBBP6,7.421
SNX27,7.417999999999999
AREG,7.416
PATE2,7.4110000000000005
PABPC1,7.405
KCNJ4,7.401
TP53RK,7.394
SOX21,7.39
CRHR1,7.388999999999999
SLC7A10,7.382999999999999
SF3B4,7.381
SSH2,7.369
CLEC2L,7.367999999999999
DOCK5,7.3660000000000005
TUBD1,7.365
CCER1,7.359
TARS2,7.357
PLEKHA8,7.35
KRT20,7.343999999999999
FOXA2,7.34
OIP5,7.327000000000001
MRPL9,7.3229999999999995
ZCCHC7,7.32
SOS1,7.32
CCDC144A,7.318
ANKRD34A,7.312
RHBG,7.312
CREB3L4,7.312
ZNF71,7.309
HSD3B2,7.303999999999999
CFAP45,7.3020000000000005
SLC39A2,7.301
COLGALT2,7.301
HIST1H3E,7.301
SEPT5,7.297000000000001
SLC25A33,7.296
FOXA3,7.2829999999999995
RGS7BP,7.276
CTAG1B,7.272
AMOT,7.271
CYP27B1,7.261
CCDC121,7.254
LRRTM4,7.251
CBX2,7.246
TNR,7.244
ZNF33B,7.239
RHOXF2B,7.239
CALB1,7.232
WDCP,7.231
HPCA,7.228
APOL5,7.224
C1orf43,7.22
TAF3,7.22
ZCCHC12,7.218
ZNF727,7.2139999999999995
ZNF525,7.211
ZNF341,7.21
ARPP21,7.207000000000001
KLHL22,7.206
WNT3,7.206
NOS2,7.202999999999999
TBC1D24,7.202000000000001
HMGCS2,7.2010000000000005
USP27X,7.2
ANKRD13B,7.1979999999999995
SLC17A4,7.195
TPM3,7.194
ELP4,7.192
TNNC1,7.19
OR5AN1,7.188
RBSN,7.185
PTPRB,7.182
MEAF6,7.181
DEFB126,7.178
SLC6A19,7.178
BANP,7.167999999999999
HIST1H4I,7.167000000000001
COX6A2,7.164
PPCS,7.162000000000001
ZNF485,7.156000000000001
ENTPD3,7.154
CPSF3,7.146
WDR17,7.145
KIF18A,7.142
HIST2H2AA3,7.138
PSAPL1,7.135
TMEM132E,7.129
ALDH8A1,7.127999999999999
SLC25A10,7.117999999999999
SNTG1,7.117999999999999
SNX27,7.115
PRR16,7.111000000000001
RPGRIP1L,7.104
CSTL1,7.093999999999999
FDX1,7.093999999999999
PAGE2B,7.091
ZDHHC19,7.087000000000001
ZMYND11,7.071000000000001
HIST1H4G,7.061
HIST1H2AE,7.061
LYZL2,7.06
ZNF813,7.055
SUPT5H,7.0520000000000005
CYP4F22,7.047999999999999
ZMPSTE24,7.047999999999999
ZFP69B,7.047000000000001
RAB11FIP4,7.046
IGFBPL1,7.037999999999999
GFOD2,7.037999999999999
TSACC,7.037000000000001
TPM3,7.0329999999999995
RECQL5,7.0329999999999995
PRUNE1,7.0329999999999995
DNAAF4,7.031000000000001
NAGA,7.026
EFNB1,7.025
CATSPERG,7.022
HAUS6,7.02
UGT2B15,7.019
DMBX1,7.016
FOXN2,7.015
KLHL34,7.007999999999999
ADH4,7.007999999999999
SNX27,7.007999999999999
POU5F1,7.007000000000001
COPS5,7.002000000000001
SYBU,6.992000000000001
HYPM,6.9910000000000005
GADD45B,6.9879999999999995
CD274,6.9879999999999995
PLCZ1,6.9879999999999995
PNMA5,6.984
ABTB1,6.978
PRAMEF6,6.9670000000000005
RBM17,6.962000000000001
LXN,6.962000000000001
CCDC24,6.96
PHF14,6.959
PIM3,6.956
KRT12,6.952000000000001
DYNLRB1,6.9479999999999995
PLCD1,6.941
GOLPH3,6.941
FASTKD5,6.935
FIGNL2,6.93
RORC,6.928
KCNK5,6.922000000000001
HCN4,6.91
INTS12,6.9079999999999995
TNN,6.907
VCX3A,6.906000000000001
NDUFS2,6.901
PPP1R15A,6.898
BACH1,6.897
PYROXD2,6.897
GTPBP4,6.891
STAMBP,6.888
PRSS27,6.888
AMY2B,6.886
ITPK1,6.885
GMNN,6.881
PRAMEF6,6.879
C5orf15,6.877999999999999
PHGDH,6.877999999999999
PKD1L1,6.874
A1CF,6.872000000000001
RNF41,6.87
PCP4L1,6.867000000000001
HIST2H2AB,6.8660000000000005
NUDT9,6.8660000000000005
B4GALT3,6.861000000000001
VASH2,6.857
DNM2,6.855
HDGF,6.852
NFIB,6.849
